bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Camioneta,Nissan,Puente Aranda,Blanco,5,Gasolina,54000,Qashqai,2000,86000000,Bogotá D.C.,Automática,2018
Pick-Up,Volkswagen,Suba,Blanco,2,Gasolina,46000,Saveiro,1600,39000000,Bogotá D.C.,Mecánica,2018
,Nissan,Suba,Gris,4,Diésel,75329,Frontier,2488,127000000,Bogotá D.C.,Automática,2018
Hatchback,Chevrolet,Suba,Plateado,5,Gasolina,52000,Spark GT,1.2,32000000,Bogotá D.C.,Mecánica,2018
Camioneta,Peugeot,Pereira,Rojo,5,Gasolina,23457,2008,1.6,59900000,Risaralda,Automática,2018
Camioneta,Mazda,Medellín,,5,Gasolina,62000,CX-5,2.5,119900000,Antioquia,Automática,2018
Hatchback,Nissan,Suba,Blanco,4,Eléctrico,30830,Leaf,,75900000,Bogotá D.C.,Automática,2018
,Nissan,Antonio Nariño,,4,Diésel,79000,FRONTIER NP300 4x4,,85900000,Bogotá D.C.,Mecánica,2018
Pick-Up,Nissan,Kennedy,Blanco,2,Diésel,57000,Frontier,Nissan,114000000,Bogotá D.C.,Mecánica,2018
Camioneta,Toyota,Floridablanca,Blanco,5,Diésel,43705,Prado,3.0,238000000,Santander,Automática,2018
Pick-Up,Nissan,Kennedy,Blanco,4,Diésel,62000,Frontier,Nissan,94700000,Bogotá D.C.,Mecánica,2018
,BMW,Medellín,,4,Gasolina,27700,Serie 5,,127000000,Antioquia,Automática,2018
Hatchback,Mercedes-Benz,Suba,Naranja,5,Gasolina,9800,Clase A,2.0,143000000,Bogotá D.C.,Automática,2018
Hatchback,Mercedes-Benz,Chapinero,Azul,4,Gasolina,28300,Clase A,1600,85900000,Bogotá D.C.,Automática,2018
Sedán,Chevrolet,Kennedy,Negro,5,Gasolina,55000,Spark GT,1.2,34500000,Bogotá D.C.,Mecánica,2018
Station Wagon,Renault,Suba,Blanco,4,Gasolina,40000,Logan,1.6,37900000,Bogotá D.C.,Mecánica,2018
Van,Chevrolet,Kennedy,Blanco,5,Gasolina,45000,N300,1.2,44300000,Bogotá D.C.,Mecánica,2018
Sedán,Renault,Neiva,Dorado,4,Gasolina,15000,Logan,1.6,36000000,Huila,Mecánica,2018
Hatchback,Hyundai,Medellín,Rojo,5,Gasolina,16000,Veloster,1600,56000000,Antioquia,Mecánica,2018
Sedán,BMW,Medellín,,4,Híbrido,68900,Serie 3,2.0,117000000,Antioquia,Automática,2018
Camioneta,Mazda,Fontibón,Gris,4,Diésel,40300,BT-50,,117000000,Bogotá D.C.,Mecánica,2018
Camioneta,Chevrolet,Medellín,Azul,5,Gasolina,48424,Tracker,1.8,67000000,Antioquia,Automática,2018
Camioneta,Ford,Engativa,Blanco,5,Gasolina,30900,Explorer,2.3,140000000,Bogotá D.C.,Automática,2018
Camioneta,Toyota,Cota,Plata Metalico,5,Gasolina,40550,RAV4,2000,100000000,Cundinamarca,Automática,2018
Hatchback,Renault,Medellín,Gris,5,Gasolina,72560,Sandero,1600,43500000,Antioquia,Automática,2018
Camioneta,Ford,Teusaquillo,Rojo,5,Gasolina,50000,Escape,2.0,81900000,Bogotá D.C.,Automática,2018
Hatchback,Kia,Chía,Blanco,5,Gasolina,20000,Picanto,1.2,36500000,Cundinamarca,Mecánica,2018
Hatchback,Volkswagen,Chía,Blanco,5,Gasolina,33123,Gol,1.6,44000000,Cundinamarca,Mecánica,2018
Sedán,Kia,Engativa,Gris,4,Gasolina,25400,Rio,1.4,56500000,Bogotá D.C.,Mecánica,2018
Camioneta,Ford,Cajicá,Blanco,5,Gasolina,56000,Explorer,2.3,139000000,Cundinamarca,Automática,2018
,Mitsubishi,Fontibón,Plateado,4,Diésel,22000,Sportero,2400,125000000,Bogotá D.C.,Mecánica,2018
Pick-Up,Toyota,Barrios Unidos,Blanco,2,Diésel,61000,Hilux,2.4,137500000,Bogotá D.C.,Mecánica,2018
Camioneta,Ford,Suba,Plateado,5,Gasolina,52300,Ecosport 2,2.0,66200000,Bogotá D.C.,Automática,2018
Camioneta,Kia,Teusaquillo,Gris,5,Gasolina,45000,NEW SPORTAGE,2000,81000000,Bogotá D.C.,Mecánica,2018
Camioneta,Kia,Usaquén,Blanco,5,Gasolina,42000,Sportage,2.0,92000000,Bogotá D.C.,Automática,2018
Hatchback,Volkswagen,Suba,Plateado,5,Gasolina,24000,Gol,1.6,40000000,Bogotá D.C.,Mecánica,2018
Sedán,Renault,Ciudad Bolívar,Gris,4,Gasolina,49000,Logan,1600,38000000,Bogotá D.C.,Mecánica,2018
Sedán,BMW,Usaquén,Negro,4,Gasolina,10900,Serie 3,1500 TURBO,94000000,Bogotá D.C.,Automática,2018
,Volkswagen,Usaquén,Plateado,5,Gasolina,37000,Crossfox,1600,54800000,Bogotá D.C.,Automática,2018
Hatchback,Chevrolet,Suba,Negro,5,Gasolina,60700,Spark,1.0,26900000,Bogotá D.C.,Mecánica,2018
Coupé,Mercedes-Benz,Suba,Blanco,2,Gasolina,29522,Clase CLA,1.6,96000000,Bogotá D.C.,Automática,2018
Camioneta,Nissan,Suba,Blanco,5,Gasolina,41800,Qashqai,2.0,86000000,Bogotá D.C.,Automática,2018
Hatchback,Renault,Usaquén,Gris,5,Gasolina,48000,Sandero,1.6,37900000,Bogotá D.C.,Mecánica,2018
Hatchback,Volkswagen,Dosquebradas,Gris,5,Gasolina,4490000,Gol,1.6,42900000,Risaralda,Mecánica,2018
Hatchback,Chevrolet,Soacha,,5,Gasolina,25000,Spark GT,1.2,34800000,Cundinamarca,Mecánica,2018
Camioneta,Kia,Bucaramanga,,5,Gasolina,55000,Sportage,2.0,87000000,Santander,Automática,2018
,Chevrolet,Medellín,,5,Gasolina,37000,2018,,46500000,Antioquia,Mecánica,2018
Hatchback,Chevrolet,Cali,,5,Gasolina,58000,Spark GT,1.2,36500000,Valle Del Cauca,Mecánica,2018
Hatchback,Chevrolet,Suba,,5,Gasolina,36780,Spark GT,1.2,38000000,Bogotá D.C.,Mecánica,2018
Sedán,Renault,Medellín,,4,Gasolina,80000,Logan,1.6,42500000,Antioquia,Automática,2018
,Chevrolet,Medellín,,5,Gasolina,38100,Onix,,38500000,Antioquia,Mecánica,2018
,Ford,Suba,,5,Gasolina,42900,Escape 2018 Titanium,,93900000,Bogotá D.C.,Automática,2018
Camioneta,Toyota,Cúcuta,,5,Gasolina,58000,4Runner,4.0,230000000,Norte De Santander,Automática,2018
,Chevrolet,Ibagué,,5,Gasolina,587000,2018,,34800000,Tolima,Mecánica,2018
Hatchback,Volkswagen,Villanueva,,5,Gasolina,4300,Gol,1.6,38000000,Casanare,Automática,2018
,Kia,Cúcuta,,4,Gasolina,79285,Soul,,60000000,Norte De Santander,Automática,2018
Camioneta,Great Wall,San Cristobal Sur,,5,Gasolina,65000,Haval,1.5,39500000,Bogotá D.C.,Automática,2018
Pick-Up,Nissan,Pasto,Blanco,4,Gasolina,48000,Frontier,2.5,92500000,Nariño,Mecánica,2018
Camioneta,Mitsubishi,Montería,,5,Diésel,65400,Montero,2.5,129000000,Córdoba,Automática,2018
Camioneta,Mazda,Envigado,,5,Gasolina,32000,CX-5,2.0,93000000,Antioquia,Automática,2018
,Chevrolet,Engativa,,5,Gasolina,32541,Sail hatch back,,38000000,Bogotá D.C.,Mecánica,2018
,Chevrolet,Popayán,,5,Gasolina,27000,Sail ltz,,36000000,Cauca,Mecánica,2018
Hatchback,Chevrolet,Medellín,,5,Gasolina,130020,Spark,1.0,17500000,Antioquia,Mecánica,2012
,Mazda,Medellín,,4,Gasolina,147500,2,,37000000,Antioquia,Automática,2012
,Hyundai,Medellín,Negro,,Gasolina,73000,TUCSON IX-35,2400,50000000,Antioquia,Automática,2012
,Hyundai,Medellín,Gris,,Gasolina,50000,TUCSON IX-35,2000,50000000,Antioquia,Mecánica,2012
,Chevrolet,Medellín,Plateado,,Gasolina,26500,Spark GT,1200,30000000,Antioquia,Mecánica,2012
Camioneta,Kia,Medellín,Rojo,5,Gasolina,82000,Sportage,2000,50000000,Antioquia,Automática,2012
Pick-Up,Nissan,Teusaquillo,,2,Gasolina,118000,Frontier,2.4,38900000,Bogotá D.C.,Mecánica,2012
Sedán,Chevrolet,Medellín,,4,Gasolina,228000,AVEO EMOTION,1.6,20000000,Antioquia,Mecánica,2012
Hatchback,Chevrolet,Itaguí,,5,Gasolina,160000,AVEO EMOTION,1.6,24500000,Antioquia,Mecánica,2012
Sedán,Hyundai,Barranquilla,,4,Gasolina,110000,Elantra,1.8,35000000,Atlántico,Mecánica,2012
Sedán,Nissan,Barrios Unidos,Gris,4,Gasolina,208000,Sentra,TwinCam 16 valvulas,13500000,Bogotá D.C.,Mecánica,2012
,,Itaguí,,,,,,,18900000,Antioquia,,
Camioneta,Dodge,Engativa,,5,Gasolina,152000,Journey,2.4,37900000,Bogotá D.C.,Mecánica,2012
Sedán,Mazda,Suba,,4,Gasolina,51000,3,2.0,74500000,Bogotá D.C.,Automática,2018
Hatchback,BMW,Chía,Blanco,5,Gasolina,31000,Serie 1,2.0,92000000,Cundinamarca,Automática,2018
Camioneta,Chevrolet,Usaquén,,5,Gasolina,47000,Tracker,1.8,70700000,Bogotá D.C.,Automática,2018
Hatchback,Citroën,Fontibón,,5,Diésel,39800,C3,1.6,70000000,Bogotá D.C.,Mecánica,2018
Sedán,Ford,Usaquén,Plateado,4,Gasolina,16500,Fusion,2.0,87000000,Bogotá D.C.,Automática,2018
Hatchback,Chevrolet,Rionegro,,5,Gasolina,35000,Spark GT,1.2,38300000,Antioquia,Mecánica,2018
Furgón,JMC,Barranquilla,Plateado,2,Diésel,190000,2018,DIESEL,76000000,Atlántico,Mecánica,2018
Hatchback,Kia,Martires,,5,Gasolina,45000,Picanto,1.2,47500000,Bogotá D.C.,Mecánica,2018
Hatchback,SEAT,Medellín,,5,Gasolina,25000,Leon,2.0,109900000,Antioquia,Automática,2018
Hatchback,Kia,Medellín,,5,Gasolina,25000,Picanto,1.2,45600000,Antioquia,Automática,2018
Hatchback,Suzuki,Medellín,,5,Gasolina,23000,Swift,1.2,42000000,Antioquia,Mecánica,2018
,Audi,Cali,Plateado,5,Diésel,60000,Q5,,138000000,Valle Del Cauca,Automática,2018
Pick-Up,Nissan,Suba,,2,Gasolina,28000,Frontier,2.5,92000000,Bogotá D.C.,Automática,2018
,Chevrolet,Fontibón,Gris,5,Gasolina,35000,1000,,32000000,Bogotá D.C.,Mecánica,2018
,RAM,Suba,Blanco,3,Gasolina,22000,V700,,40000000,Bogotá D.C.,Mecánica,2018
Pick-Up,Changan,Cartagena De Indias,,2,Gasolina,51750,Mini Truck,1.2,35000000,Bolívar,Mecánica,2018
Camioneta,Chevrolet,Cali,Plateado,5,Gasolina,50000,Equinox,1.5,82000000,Valle Del Cauca,Automática,2018
Hatchback,Kia,Medellín,Gris,5,Gasolina,15000,Picanto,1200,42000000,Antioquia,Mecánica,2018
,Chevrolet,Engativa,,4,Gasolina,48000,Sail,,32900000,Bogotá D.C.,Mecánica,2018
Sedán,Chevrolet,Villavicencio,,4,Gasolina,58000,Sail,1.4,35000000,Meta,Automática,2018
Pick-Up,Toyota,Villavicencio,,2,Diésel,115000,Hilux,2.4,140000000,Meta,Automática,2018
Sedán,Chevrolet,Palmira,,4,Gasolina,85000,Sail,1.4,35000000,Valle Del Cauca,Mecánica,2018
Camioneta,Renault,Acacias,,5,Gasolina,108000,Captur,2.0,64000000,Meta,Automática,2018
Camioneta,Renault,Galapa,,5,Gasolina,66000,Duster,2.0,62000000,Atlántico,Automática,2018
,Chevrolet,Aguazul,,5,Gasolina,51000,Sonic LT 1.6,,48000000,Casanare,Mecánica,2018
Sedán,Renault,Medellín,,4,Gasolina,77000,Logan,1.6,41500000,Antioquia,Automática,2018
Sedán,Chevrolet,Manizales,,4,Gasolina,73934,Onix,1.4,46000000,Caldas,Automática,2018
Hatchback,Ford,Armenia,Gris,5,Gasolina,59000,Fiesta,1.6,53000000,Quindio,Automática,2018
,Nissan,Medellín,,5,Gasolina,65000,350Z,,110000000,Antioquia,Automática,2018
Camioneta,Nissan,Villavicencio,Blanco,5,Gasolina,41000,X-Trail,2.5,110000000,Meta,Automática,2018
Camioneta,Honda,Envigado,,5,Gasolina,37500,WR-V,1.5,68000000,Antioquia,Mecánica,2018
Camioneta,Jeep,Usaquén,,5,Gasolina,17000,Wrangler,3.6,350000000,Bogotá D.C.,Automática,2018
Hatchback,Kia,Puente Aranda,,5,Gasolina,43000,Picanto,1.0,37000000,Bogotá D.C.,Mecánica,2018
Hatchback,Chevrolet,Cali,Gris,5,Gasolina,45000,Spark GT,1.2,37900000,Valle Del Cauca,Mecánica,2018
Camioneta,Audi,Pasto,Blanco,5,Gasolina,60000,Q5,2.0,129000000,Nariño,Automática,2018
Camioneta,Suzuki,Tunja,,5,Gasolina,43000,Jimny,1.3,57000000,Boyaca,Mecánica,2018
Pick-Up,Toyota,Medellín,,2,Diésel,84000,Hilux,2.4,139000000,Antioquia,Automática,2018
Hatchback,Kia,Medellín,,5,Gasolina,1,Picanto,1.2,81000000,Antioquia,Mecánica,2018
Camioneta,Jeep,Pereira,Plateado,3,Gasolina,66580,Wrangler,3.6,139000000,Risaralda,Automática,2018
Hatchback,Kia,Cali,,5,Gasolina,120000,Picanto,1.2,20000000,Valle Del Cauca,Mecánica,2018
Hatchback,Chevrolet,Medellín,,5,Gasolina,174136,Spark GT,1.2,30000000,Antioquia,Automática,2018
,Chevrolet,Bucaramanga,,5,Gasolina,70000,life,,28500000,Santander,Mecánica,2018
Sedán,Kia,Tunjuelito,,4,Gasolina,32000,Rio,1.2,48000000,Bogotá D.C.,Mecánica,2018
Hatchback,Kia,Suba,,5,Gasolina,35600,Picanto,1.2,40500000,Bogotá D.C.,Mecánica,2018
,Peugeot,Manizales,,5,Gasolina,39000,208,,42000000,Caldas,Automática,2018
Hatchback,Chevrolet,Boyacá,,5,Gasolina,100000,Spark,1.0,35000000,Boyaca,Mecánica,2018
Camioneta,Chery,Suba,Blanco,5,Gasolina,100000,YOYA,1.3,18800000,Bogotá D.C.,Mecánica,2012
,BMW,Medellín,Negro,5,Gasolina,80000,X1,2000,39900000,Antioquia,Automática,2012
,Chevrolet,Medellín,,5,Gasolina,178000,Spark GT,,26000000,Antioquia,Mecánica,2012
Camioneta,Chevrolet,Suba,Negro,5,Gasolina,167000,Captiva,2.4,34800000,Bogotá D.C.,Automática,2012
,Chevrolet,Medellín,Blanco,,Gasolina,116278,N300,1200,26500000,Antioquia,Mecánica,2012
Hatchback,Renault,Medellín,Gris,5,Gasolina,40000,Stepway,1600,35000000,Antioquia,Automática,2012
,Chevrolet,Duitama,,4,Diésel,103000,D-Max,,65000000,Boyaca,Mecánica,2012
Hatchback,Kia,Barrios Unidos,Gris,5,Gasolina,78042,Picanto,1.2,28000000,Bogotá D.C.,Automática,2012
Camioneta,Hyundai,Engativa,Gris,5,Diésel,140000,TUCSON IX-35,2.0,49900000,Bogotá D.C.,Mecánica,2012
Sedán,Audi,Tunja,Azul,4,Gasolina,76000,A4,1.8,42500000,Boyaca,Mecánica,2012
Hatchback,Renault,Usaquén,,5,Gasolina,110000,Twingo,1.2,16300000,Bogotá D.C.,Mecánica,2012
,Chevrolet,Envigado,Plateado,3,Gasolina,60000,AVEO EMOTION,,22500000,Antioquia,Mecánica,2012
Camioneta,Renault,Cartagena De Indias,Plateado,5,Gasolina,140000,Koleos,2.5,32500000,Bolívar,Automática,2012
Sedán,Volkswagen,Usaquén,Negro,4,Gasolina,50000,Jetta,4 cilindros,42800000,Bogotá D.C.,Automática,2012
Station Wagon,Chery,Engativa,Blanco,5,Gasolina,160000,Tiggo,CHERY,26500000,Bogotá D.C.,Mecánica,2012
Sedán,Hyundai,Jamundí,,4,Gasolina,100000,Accent,1.4,30490000,Valle Del Cauca,Mecánica,2012
Sedán,Renault,Engativa,Negro,4,Gasolina,92000,Logan,1.4,21500000,Bogotá D.C.,Mecánica,2012
Sedán,Chevrolet,Sabaneta,Plateado,4,Gasolina,163200,Spark,,18500000,Antioquia,Mecánica,2012
Sedán,Renault,Suba,Gris,4,Gasolina,98000,Fluence,1.6,29800000,Bogotá D.C.,Mecánica,2012
,Chevrolet,Chiquinquirá,,2,Gasolina,84000,Aveo,,25000000,Boyaca,Mecánica,2012
Furgón,Hyundai,Medellín,Blanco,4,Diésel,161366,Porter,2500,41900000,Antioquia,Mecánica,2012
Hatchback,Audi,Suba,,5,Gasolina,68000,A3,1.8,52800000,Bogotá D.C.,Mecánica,2012
Camioneta,Chevrolet,Engativa,Negro,5,Gasolina,85112,Captiva,2.4,40900000,Bogotá D.C.,Automática,2012
Pick-Up,Nissan,Medellín,,2,Gasolina,90000,Frontier,2.4,38000000,Antioquia,Mecánica,2012
,Renault,Chapinero,,4,Gasolina,89000,Koleos,,45900000,Bogotá D.C.,Automática,2012
Sedán,Renault,Cali,Gris,4,Gasolina,148000,Logan,1.4,22000000,Valle Del Cauca,Mecánica,2012
Camioneta,BMW,Suba,Blanco,5,Gasolina,87409,X1,3.0,60000000,Bogotá D.C.,Automática,2012
Sedán,Chevrolet,Engativa,Gris,4,Gasolina,91664,Cruze,1.8,35900000,Bogotá D.C.,Automática,2012
Van,Kia,Cúcuta,Blanco,4,Diésel,133800,Pregio,3000,51900000,Norte De Santander,Mecánica,2012
Sedán,Mazda,Suba,Rojo,4,Gasolina,98000,3,1.6,34800000,Bogotá D.C.,Mecánica,2012
Hatchback,Kia,Suba,Negro,5,Gasolina,76428,Picanto,1.2,24900000,Bogotá D.C.,Mecánica,2012
Camioneta,Jeep,Suba,Plateado,5,Gasolina,97583,Compass,2.4,48900000,Bogotá D.C.,Mecánica,2012
Camioneta,Dodge,Suba,,5,Gasolina,76773,Journey,3.6,54700000,Bogotá D.C.,Mecánica,2012
Sedán,Volvo,Medellín,,4,Gasolina,81228,S40,2.0,39000000,Antioquia,Automática,2012
Camioneta,Land Rover,Suba,Negro,5,Gasolina,102000,Evoque,2.0,77900000,Bogotá D.C.,Automática,2012
Hatchback,Chevrolet,Suba,Gris,4,Gasolina,99856,Spark,1.2,28500000,Bogotá D.C.,Mecánica,2012
Camioneta,Toyota,Medellín,Blanco,5,Gasolina,126000,Prado,4000,130000000,Antioquia,Automática,2012
Hatchback,Volkswagen,Medellín,,5,Gasolina,98000,Gol,1.6,28500000,Antioquia,Mecánica,2012
Camioneta,Chevrolet,Usaquén,Plateado,5,Gasolina,83000,Captiva,2.4,36900000,Bogotá D.C.,Mecánica,2012
Hatchback,Chevrolet,Cali,Gris,5,Gasolina,115000,Spark GT,1200,24500000,Valle Del Cauca,Mecánica,2012
,Audi,Barranquilla,Gris,5,Gasolina,70000,A4 1.8T,1.8 TURBO,47000000,Atlántico,Automática,2012
,Hyundai,Suba,Rojo,5,Gasolina,86000,Accent,,31000000,Bogotá D.C.,Mecánica,2012
Camioneta,Mazda,Medellín,Blanco,4,Diésel,110000,BT-50,,56000000,Antioquia,Mecánica,2012
Sedán,Chevrolet,Bucaramanga,Blanco,4,Gasolina,72113,Cruze,1.8,35000000,Santander,Automática,2012
Camioneta,BMW,Usaquén,Negro,4,Gasolina,71000,X1,3.0,61000000,Bogotá D.C.,Automática,2012
Hatchback,Hyundai,Kennedy,Rojo,5,Gasolina,118473,i10,1.1,21800000,Bogotá D.C.,Mecánica,2012
Sedán,Volkswagen,Medellín,Gris,4,Gasolina,54000,Jetta,2.0,59800000,Antioquia,Automática,2018
Camioneta,Subaru,Chía,Rojo,5,Gasolina,63000,XV,2.0,88000000,Cundinamarca,Automática,2018
,Kia,Cali,,4,Gasolina,5000,2018,,42000000,Valle Del Cauca,Mecánica,2018
Sedán,Kia,Valledupar,Plateado,4,Gasolina,44300,Rio,1.2,54000000,Cesar,Mecánica,2018
,Hyundai,Medellín,,4,Gasolina,239,i10,,90000000,Antioquia,Mecánica,2018
,Chevrolet,Girón,,5,Gasolina y gas,166000,Sail 2018 ls,,31000000,Santander,Mecánica,2018
Hatchback,Renault,Fontibón,,5,Gasolina,1,Sandero,1.6,7000000,Bogotá D.C.,Automática,2018
Sedán,Renault,Medellín,,4,Gasolina,67000,Logan,1.6,41000000,Antioquia,Automática,2018
Sedán,Renault,Itaguí,,4,Gasolina,72000,Logan,1.6,39900000,Antioquia,Automática,2018
Camioneta,Renault,Barranquilla,Gris,5,Gasolina,56000,Captur,2.0,69000000,Atlántico,Automática,2018
Sedán,Mazda,Ciudad Bolívar,Gris,4,Gasolina,52000,3,2.0,73000000,Bogotá D.C.,Automática,2018
Sedán,Renault,Funza,Blanco,4,Gasolina,200000,Logan,1.6,50000000,Cundinamarca,Automática,2018
,Chevrolet,Girardot,Blanco,5,Gasolina,46047,2019,,53000000,Cundinamarca,Mecánica,2018
Sedán,Renault,Bosa,,4,Gasolina,17000,Logan,1.6,36500000,Bogotá D.C.,Automática,2018
Hatchback,Chevrolet,Marinilla,,5,Gasolina,26000,Spark GT,1.2,34500000,Antioquia,Mecánica,2018
Sedán,Kia,Medellín,,4,Gasolina,45000,Rio,1.4,52500000,Antioquia,Mecánica,2018
Camioneta,Jeep,Cali,,5,Gasolina,30000,Wrangler,3.6,230000000,Valle Del Cauca,Automática,2018
Camioneta,Volkswagen,Medellín,Gris,5,Gasolina,39500,Tiguan,1.4,87000000,Antioquia,Automática,2018
Camioneta,Audi,Barranquilla,Blanco,5,Gasolina,25000,Q2,1.0,93000000,Atlántico,Automática,2018
Camioneta,Renault,Montería,,5,Gasolina,60000,Captur,2.0,66900000,Córdoba,Automática,2018
Hatchback,Mazda,Rionegro,,5,Gasolina,45000,3,2.0,75000000,Antioquia,Automática,2018
Van,Iveco,Usaquén,Blanco,4,Diésel,7200,Daily,3.000,149000000,Bogotá D.C.,Mecánica,2018
Camioneta,Land Rover,Pereira,,5,Gasolina,29000,Range Rover Velar,3.0,280000000,Risaralda,Automática,2018
Hatchback,Kia,Popayán,Blanco,5,Gasolina,38600,Picanto,1.0,37800000,Cauca,Mecánica,2018
Camioneta,Renault,Ibagué,,5,Gasolina,70000,Captur,2.0,67000000,Tolima,Mecánica,2018
Camioneta,DFM/DFSK,Usaquén,,5,Gasolina,125000,K07S,1.2,36000000,Bogotá D.C.,Mecánica,2018
Sedán,Volkswagen,Suba,Gris,4,Gasolina,38000,Voyage,1.6,40500000,Bogotá D.C.,Automática,2018
Sedán,Renault,Suba,,4,Gasolina,17000,Logan,1.6,44000000,Bogotá D.C.,Mecánica,2018
Hatchback,Suzuki,Cali,Gris,5,Gasolina,30286,Swift,1.2,46000000,Valle Del Cauca,Mecánica,2018
Sedán,Renault,Neiva,Gris,4,Gasolina,80500,Logan,1.6,34400000,Huila,Automática,2018
Roadster,Mercedes-Benz,Usaquén,Blanco,2,Gasolina,32000,Clase SLC,2.0,130000000,Bogotá D.C.,Automática,2018
Hatchback,Kia,Suba,,5,Gasolina,28000,Rio,1.4,60000000,Bogotá D.C.,Mecánica,2018
Camioneta,Toyota,Sogamoso,,5,Diésel,65000,Prado,3.0,240000000,Boyaca,Automática,2018
Camioneta,Cadillac,Santa Marta (Distrito Turistico Cultural E Historico),,5,Gasolina,33000,Escalade,6.2,362000000,Magdalena,Automática,2018
Sedán,Chevrolet,Usme,,4,Gasolina,48260,Onix,1.4,47500000,Bogotá D.C.,Automática,2018
Sedán,Mazda,Manizales,,4,Gasolina,53000,3,2.0,78000000,Caldas,Automática,2018
,Chevrolet,Cali,,5,Gasolina,52,Tracker 2018,,63500000,Valle Del Cauca,Mecánica,2018
Hatchback,Ford,Bello,,5,Gasolina,26000,Fiesta,1.6,49500000,Antioquia,Automática,2018
Hatchback,Renault,Bucaramanga,,5,Gasolina,69000,Sandero,1.6,37000000,Santander,Automática,2018
Hatchback,Mazda,Palmira,Rojo,5,Gasolina,50000,2,1.5,58000000,Valle Del Cauca,Mecánica,2018
Pick-Up,Renault,Suba,,2,Gasolina,33400,Duster Oroch,2.0,64900000,Bogotá D.C.,Automática,2018
Camioneta,Ford,Kennedy,,5,Gasolina,49000,Explorer,2.3,138000000,Bogotá D.C.,Automática,2018
Camioneta,Ford,Valledupar,,5,Gasolina,44000,Edge,2.0,120000000,Cesar,Automática,2018
Hatchback,Nissan,Envigado,,5,Gasolina,80000,March,1.6,38500000,Antioquia,Automática,2018
Sedán,Mazda,Suba,,4,Gasolina,42000,3,2.0,75000000,Bogotá D.C.,Automática,2018
Hatchback,Kia,Kennedy,Plateado,5,Gasolina,100448,Picanto,1.0,26800000,Bogotá D.C.,Mecánica,2012
Sedán,Renault,Puente Aranda,Gris,4,Gasolina,127000,Logan,1.6,19800000,Bogotá D.C.,Mecánica,2012
Pick-Up,Toyota,Engativa,Plateado,2,Diésel,102000,Hilux,2.7,115000000,Bogotá D.C.,Mecánica,2012
Hatchback,Chevrolet,Ciudad Bolívar,Negro,5,Gasolina,104700,Spark GT,,25900000,Bogotá D.C.,Mecánica,2012
Camioneta,Chevrolet,Engativa,Blanco,5,Gasolina,91074,Captiva,2.4,40900000,Bogotá D.C.,Automática,2012
Camioneta,Hyundai,Suba,Plateado,5,Gasolina,90600,TUCSON IX-35,2000,55000000,Bogotá D.C.,Mecánica,2012
Camioneta,Chevrolet,Engativa,Plateado,5,Gasolina,112586,Captiva,2.4,40900000,Bogotá D.C.,Mecánica,2012
Pick-Up,Toyota,Pereira,SUPER BLANCO 2,2,Diésel,160000,Hilux,2.5,85000000,Risaralda,Mecánica,2012
Hatchback,Volkswagen,Usaquén,Verde,5,Gasolina,59900,Gol,1600,28900000,Bogotá D.C.,Mecánica,2012
Sedán,Renault,Suba,Rojo,4,Gasolina,98000,Symbol,1.6,23800000,Bogotá D.C.,Mecánica,2012
Sedán,Audi,Suba,Plateado,5,Gasolina,67000,A5,2000 turbo,65800000,Bogotá D.C.,Automática,2012
,,Cali,,,,,,,13600000,Valle Del Cauca,,
Camioneta,Volkswagen,Medellín,,5,Gasolina,89000,Tiguan,2.0,54000000,Antioquia,Mecánica,2012
Sedán,Renault,Floridablanca,Rojo,4,Gasolina,117580,Logan,1.6,25800000,Santander,Mecánica,2012
,Mazda,Antonio Nariño,,4,Gasolina,66000,2,,30500000,Bogotá D.C.,Mecánica,2012
Camioneta,Chevrolet,Antonio Nariño,,5,Gasolina,76000,Captiva,2.4,37500000,Bogotá D.C.,Mecánica,2012
Camioneta,Toyota,Fontibón,,5,Diésel,157000,Prado,3.0,145000000,Bogotá D.C.,Mecánica,2012
,Audi,Usaquén,Gris,5,Gasolina,82000,Q5,2.0,66900000,Bogotá D.C.,Automática,2012
Sedán,Chevrolet,Engativa,Rojo,4,Gasolina,92264,Cruze,1.8,35900000,Bogotá D.C.,Automática,2012
Sedán,Ford,Suba,Plateado,4,Gasolina,113000,Fiesta,1.6,32400000,Bogotá D.C.,Automática,2012
,Toyota,Puente Aranda,Gris,5,Gasolina,87000,Fortuner,2700,99900000,Bogotá D.C.,Automática,2012
Hatchback,Renault,Suba,,5,Gasolina,103000,Stepway,1.6,32500000,Bogotá D.C.,Mecánica,2012
Coupé,Renault,Usaquén,Gris,3,Gasolina,45000,Twingo,1.2,24999000,Bogotá D.C.,Mecánica,2012
Coupé,Renault,Usaquén,Azul,3,Gasolina,40000,Twingo,1.2,24800000,Bogotá D.C.,Mecánica,2012
Hatchback,Renault,Puente Aranda,Azul,5,Gasolina,89000,Stepway,1.6,33900000,Bogotá D.C.,Mecánica,2012
Camioneta,Jeep,Teusaquillo,,5,Gasolina,106000,Compass,2.4,45000000,Bogotá D.C.,Mecánica,2012
,Toyota,Bucaramanga,Blanco,4,Diésel,134000,Hilux,2.5,85000000,Santander,Mecánica,2012
,Toyota,Suba,Blanco,4,Diésel,182000,Hilux,,82000000,Bogotá D.C.,Mecánica,2012
